Id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
113498,3,12,3,6,4,11,4,6,3,7,1
928364,2,2,3,4,2,9,3,9,2,10,1
511444,1,12,2,13,2,12,2,2,1,4,1
166308,4,9,1,12,3,2,3,8,3,9,1
218720,1,7,4,5,2,4,2,7,2,10,1
101940,3,3,3,2,4,2,3,4,4,13,1
188448,2,9,4,2,4,7,4,5,4,3,0
174804,4,13,1,9,3,4,2,5,2,6,0
984983,2,13,2,12,4,12,1,10,3,13,2
726136,1,10,4,2,4,7,1,9,1,6,0
812343,1,7,4,6,1,9,4,9,4,2,1
1019226,1,8,1,7,1,3,4,7,3,7,3
71094,1,11,3,12,2,6,1,7,4,9,0
304032,2,9,2,8,2,7,4,5,1,3,0
775142,4,3,4,6,1,10,3,2,1,8,0
76241,2,7,3,11,4,9,4,5,3,7,1
175680,4,5,4,6,1,8,1,9,1,11,0
937639,3,11,3,12,3,8,3,7,4,7,1
338049,4,11,2,5,4,4,1,9,4,9,1
653298,2,7,2,4,1,2,4,5,3,4,1
606751,4,1,2,11,4,6,1,9,2,4,0
39190,2,5,2,10,3,11,4,1,3,5,1
476934,4,5,3,3,1,9,4,9,4,7,1
623193,2,9,2,7,3,2,2,2,1,3,1
1982,3,8,1,13,2,1,2,11,4,11,1
203114,3,5,3,6,2,10,4,10,3,3,1
397661,2,2,2,1,2,12,1,7,1,6,0
111815,2,5,1,6,2,10,1,4,4,5,1
940222,4,4,1,9,1,11,4,11,2,11,3
842317,1,13,2,4,3,9,1,12,3,8,0
993362,4,4,4,12,3,1,2,7,4,10,0
879116,3,9,4,11,1,6,2,3,4,5,0
195201,2,11,2,10,4,10,2,7,4,8,1
915594,1,3,2,11,2,12,2,8,2,2,0
966829,2,13,3,3,4,6,3,13,2,9,1
60563,4,5,2,6,3,10,1,7,3,6,1
261968,4,11,2,9,2,4,4,5,1,10,0
937295,2,13,3,3,2,3,1,4,2,12,1
232169,3,4,3,1,3,5,2,13,2,8,0
910921,2,4,1,5,2,12,1,1,4,8,0
904828,1,6,3,9,4,9,3,1,3,13,1
47808,3,6,1,3,1,9,4,4,4,11,0
260968,3,10,1,12,4,11,4,6,2,1,0
591133,3,1,2,6,1,2,3,5,1,10,0
722667,2,2,3,9,4,3,4,9,1,11,1
565060,3,11,1,12,2,6,2,3,3,12,1
302165,1,2,2,5,4,13,1,11,3,7,0
44046,3,1,1,9,2,1,2,2,3,5,1
472500,2,7,4,10,2,2,4,3,3,10,1
913625,1,6,1,5,3,3,2,4,2,11,0
646442,2,10,3,10,4,8,1,12,2,1,1
350735,4,11,1,8,3,1,2,1,1,3,1
1015089,1,13,4,8,1,1,2,7,1,4,0
158092,1,5,3,1,1,9,2,1,1,10,1
60550,3,10,1,9,4,10,3,9,3,4,2
361139,3,10,1,10,1,9,2,11,1,5,1
592128,2,6,4,4,4,11,4,1,3,8,0
239120,2,12,3,6,3,9,1,7,3,1,0
61450,1,13,3,1,3,9,2,10,4,8,0
406379,3,6,1,9,2,5,2,2,3,8,0
833147,4,7,2,12,2,3,2,10,4,2,0
662326,3,12,4,4,2,6,2,11,3,13,0
94169,2,6,4,3,1,12,2,3,3,5,1
744963,4,9,4,6,1,3,2,8,1,5,0
163205,1,4,3,2,3,6,3,1,2,11,0
994560,4,5,1,3,1,2,4,2,1,13,1
733999,4,11,3,7,1,8,3,9,2,12,0
641401,4,1,1,4,2,13,3,2,4,11,0
101772,2,2,2,5,2,10,3,13,3,7,0
925271,4,4,3,8,1,13,1,12,4,9,0
694984,1,3,3,11,2,11,2,10,2,3,2
641002,2,10,4,2,3,7,3,9,1,12,0
1009882,3,3,3,12,1,7,2,13,4,3,1
721548,3,3,4,6,1,2,3,13,4,1,0
811293,3,2,3,13,3,8,2,6,4,6,1
799807,2,2,2,5,2,1,4,12,3,6,0
444589,1,11,3,7,3,3,2,4,3,10,0
686029,3,12,3,8,1,6,3,9,4,4,0
273490,3,11,4,6,3,6,2,5,2,6,3
501874,3,12,4,7,2,11,4,2,4,9,0
131572,3,12,4,1,2,10,4,4,3,10,1
15566,2,11,1,11,4,2,1,5,2,1,1
729424,2,2,3,12,2,10,4,5,4,9,0
310178,4,11,2,12,3,6,2,7,1,10,0
708140,2,4,1,13,4,2,4,3,1,5,0
307078,4,6,2,3,2,13,1,2,3,9,0
634975,1,9,4,7,4,10,1,4,3,4,1
828348,4,7,1,11,4,1,3,12,2,6,0
424352,1,12,1,9,1,10,2,4,2,8,0
894987,4,7,3,8,2,6,4,4,1,8,1
107998,1,5,3,8,3,9,3,1,4,11,0
931099,4,4,4,10,2,10,3,10,4,7,3
390120,4,1,4,3,1,3,2,4,2,11,1
11529,1,6,1,4,1,5,1,10,1,8,5
165059,1,7,1,1,3,9,2,13,1,11,0
558136,2,10,1,2,2,12,3,11,4,5,0
815680,4,10,4,2,2,13,3,8,2,2,1
1014005,4,5,2,10,3,12,1,9,4,4,0
916402,3,4,1,2,1,13,3,6,1,7,0
784485,3,5,1,1,1,10,3,6,2,8,0
908261,1,3,4,3,1,5,2,3,2,5,6
879777,2,1,2,10,4,1,1,11,2,12,1
475219,3,9,4,4,4,13,1,4,3,1,1
748873,2,8,3,12,4,4,3,1,3,8,1
856553,3,8,4,13,3,11,1,13,4,5,1
497793,1,12,4,8,3,3,2,11,3,1,0
380163,2,13,4,6,1,2,3,7,4,5,0
124353,1,4,4,10,3,8,4,7,4,1,0
377723,4,13,2,4,3,6,4,12,3,3,0
697182,3,2,4,3,4,7,2,8,3,9,0
846613,4,9,3,12,4,1,1,10,1,2,0
624287,3,7,2,2,3,8,4,4,2,9,0
307211,1,3,4,4,2,12,3,13,3,3,1
28612,1,13,4,12,4,3,2,2,2,5,0
1005680,4,7,2,6,1,6,3,13,2,4,1
678271,4,1,2,5,2,11,1,9,2,9,1
261220,2,6,3,6,2,3,2,9,2,4,1
934675,1,9,3,9,4,5,2,8,3,2,1
270022,1,2,2,7,1,11,4,6,1,4,0
826341,1,1,4,2,4,9,4,8,4,12,0
603930,1,6,4,1,1,4,3,8,4,4,1
113445,2,4,3,11,1,13,2,5,1,11,1
119171,4,9,2,3,3,5,3,9,2,9,3
589558,1,11,1,4,1,10,4,3,3,9,0
457577,1,7,4,2,1,8,1,6,4,1,0
245753,3,12,3,8,1,4,2,13,3,11,0
928407,2,2,2,9,3,10,4,9,2,11,1
452200,2,7,3,4,3,8,4,10,3,1,0
500368,3,4,2,5,1,3,3,11,2,10,0
928159,2,13,3,6,1,9,2,10,3,4,0
806857,2,7,4,10,1,2,4,6,1,6,1
666614,2,6,4,3,1,6,1,9,4,10,1
392853,3,11,2,2,1,4,1,13,3,13,1
541309,4,12,2,12,1,7,2,6,3,8,1
602128,1,2,4,10,3,6,4,9,1,12,0
526373,4,4,4,6,4,10,1,13,4,2,0
563093,3,6,4,13,2,9,4,3,3,9,1
312631,1,4,3,13,4,9,3,2,3,9,1
594353,4,12,3,13,2,11,3,10,2,13,1
975983,4,13,3,13,3,4,3,7,2,12,1
48027,4,13,3,2,1,3,3,8,1,13,1
799747,2,9,3,12,1,1,1,7,3,4,0
281364,3,11,2,5,4,9,4,2,2,13,0
400246,1,3,2,1,3,2,4,9,1,7,0
832918,1,7,4,12,2,11,1,8,3,2,0
542019,2,1,2,4,4,7,3,11,2,6,0
694052,2,6,3,13,2,3,4,13,3,7,1
748065,3,9,2,10,2,1,4,13,1,13,1
75271,3,11,1,3,2,5,3,9,1,13,0
754650,1,11,1,4,4,7,2,7,2,5,1
304760,4,13,1,6,1,5,4,4,4,11,0
901314,4,11,3,12,1,8,2,3,4,9,0
265,2,11,3,6,4,7,3,2,3,11,1
675839,3,10,4,10,1,8,1,1,1,9,1
445458,3,6,4,10,1,8,2,2,3,10,1
815969,1,5,4,2,4,10,2,9,1,9,1
3324,3,13,1,8,1,6,4,12,2,6,1
919062,1,11,1,10,2,6,4,1,1,7,0
102337,1,9,2,7,1,7,4,1,3,6,1
631273,2,12,1,6,2,7,2,1,2,2,0
469288,4,11,1,9,4,9,2,13,3,1,1
944663,3,6,3,11,3,3,4,5,1,4,0
654063,3,2,2,4,1,12,3,13,1,1,0
902204,4,1,2,6,2,3,2,7,2,8,0
762793,4,8,3,11,1,11,1,5,1,9,1
701140,1,6,2,9,4,12,2,3,4,6,1
907497,4,12,4,8,4,1,1,3,3,13,0
75845,4,8,4,4,4,2,3,9,2,13,0
850621,3,8,1,6,1,5,3,5,3,7,1
519570,4,7,2,6,3,6,2,10,4,8,1
921206,2,11,4,11,3,12,4,13,3,4,1
974025,2,7,4,13,3,8,4,11,1,9,0
124117,3,6,3,2,2,5,3,1,2,2,1
130346,1,9,4,4,3,7,3,3,4,12,0
3713,2,8,1,10,1,3,1,2,4,3,1
999256,4,4,4,13,4,12,4,7,3,8,0
816276,3,6,4,3,1,2,4,4,3,3,1
995330,3,12,2,1,2,6,3,8,2,8,1
206230,1,8,3,4,4,7,4,5,1,5,1
925026,1,11,3,12,1,2,3,2,3,6,1
350141,1,8,2,3,3,5,4,6,2,10,0
141797,2,10,2,3,2,7,3,10,1,8,1
266060,1,7,3,3,2,4,1,11,3,7,1
152189,3,2,1,10,2,11,4,4,4,9,0
634462,3,10,4,7,1,6,4,8,3,8,1
87903,4,5,3,4,1,3,3,12,3,3,1
896403,4,2,1,7,1,10,4,6,4,8,0
597480,1,4,3,13,3,6,1,12,3,4,1
645619,3,6,2,11,3,2,3,9,1,6,1
501273,3,13,3,7,2,10,3,8,2,9,0
161672,3,11,3,7,2,3,2,2,2,12,0
58831,1,5,2,5,1,2,1,8,3,8,2
157079,3,9,4,6,4,10,3,2,2,12,0
732774,4,3,1,4,3,5,2,12,3,3,1
839591,2,12,2,10,2,1,4,1,1,8,1
505651,3,4,1,4,2,11,3,2,3,1,1
24986,3,10,1,5,3,3,4,3,4,2,1
507661,4,8,4,7,3,5,1,3,1,7,1
828159,2,13,2,4,3,5,2,3,4,4,1
340076,3,2,1,12,3,11,2,7,2,3,0
76803,2,6,2,12,1,10,2,5,1,6,1
110134,2,10,1,1,2,2,3,6,4,1,1
469482,4,13,3,3,3,13,1,5,2,3,2
988236,1,1,4,2,3,6,1,3,2,6,1
969576,1,6,1,13,4,13,3,1,2,13,3
874716,3,4,2,8,4,11,1,12,4,13,0
141683,1,12,3,5,1,4,4,11,4,3,0
420038,4,13,3,1,4,5,3,3,1,12,0
801807,4,12,4,6,4,7,2,3,4,10,0
33404,3,4,4,4,2,12,1,2,3,7,1
939691,1,12,4,4,4,3,4,5,3,1,0
738773,3,11,2,4,3,9,4,4,4,13,1
869199,4,1,2,9,4,9,3,3,1,4,1
611941,1,3,2,1,3,11,4,9,1,8,0
756762,1,10,2,2,2,6,3,7,3,5,0
752648,4,6,2,3,4,8,2,4,1,1,0
828652,1,6,1,12,4,1,4,8,3,5,0
473790,1,4,3,7,2,4,4,7,4,9,2
509730,3,7,4,8,3,11,4,5,2,4,0
226257,1,9,4,12,4,8,2,7,2,11,0
56602,3,13,2,5,2,1,1,10,2,6,0
405462,3,3,3,7,3,12,1,3,2,1,1
512861,4,1,4,10,2,5,3,6,4,12,0
346445,4,13,4,5,2,5,1,7,3,7,2
465179,4,5,1,6,4,4,4,10,4,2,0
643919,1,8,1,13,1,10,1,3,4,8,1
128530,2,1,1,11,1,2,2,8,4,5,0
477515,1,13,2,10,2,3,3,8,3,12,0
852960,1,12,1,6,2,10,4,3,3,3,1
657928,3,3,1,8,2,2,4,8,4,13,1
728228,1,11,4,11,2,12,3,4,1,10,1
878550,1,5,2,12,2,1,4,9,4,10,0
263828,1,2,2,11,4,13,3,3,1,5,0
736715,4,5,1,11,2,4,4,10,2,7,0
602795,1,8,1,4,2,6,4,1,4,4,1
182654,2,11,1,11,4,2,4,11,2,4,3
880785,3,7,2,7,1,7,4,12,2,8,3
975440,3,2,2,8,4,6,4,7,2,11,0
94768,2,6,2,4,1,2,1,9,1,10,0
319189,2,9,1,9,2,3,4,10,1,8,1
248938,1,5,3,6,1,13,2,9,3,8,0
455608,1,13,4,1,1,8,4,9,4,5,0
983240,2,5,4,8,3,5,4,6,3,12,1
583817,4,5,2,6,3,11,3,7,4,9,0
390676,2,7,1,9,3,8,2,3,1,5,0
228761,3,10,2,11,1,10,4,3,1,7,1
544113,3,9,4,10,2,8,3,7,1,11,4
998418,4,2,4,5,4,4,4,7,4,1,5
305100,4,13,1,3,2,10,2,6,4,6,1
98453,2,1,1,6,2,4,4,4,4,6,2
704367,3,7,1,10,2,12,2,5,1,9,0
302961,3,8,2,4,3,7,3,1,2,3,0
185755,1,11,4,10,3,13,1,8,4,12,0
854709,1,1,4,2,2,9,3,9,2,6,1
482115,2,4,2,10,4,12,2,13,3,5,0
99515,2,1,2,10,3,4,2,11,2,5,0
968590,2,13,2,3,3,10,4,12,1,11,0
800777,1,4,4,6,3,13,1,2,3,8,0
994694,4,3,2,1,4,12,2,10,1,5,0
619512,1,6,1,8,1,11,4,6,2,4,1
987248,2,9,4,8,3,6,2,1,2,5,0
688060,4,3,2,1,1,11,4,11,4,5,1
774458,1,1,2,5,1,7,1,2,3,3,0
93676,3,13,1,6,2,12,4,3,3,12,1
318933,2,7,4,3,4,1,4,6,2,4,0
623814,1,7,1,12,1,2,2,1,3,3,0
693835,3,4,3,9,4,2,1,6,1,2,1
419696,2,5,1,11,1,5,2,6,2,8,1
186225,4,6,1,13,1,8,1,12,1,9,0
512590,4,12,4,13,3,10,4,9,2,1,0
722269,1,5,3,12,1,13,2,1,1,2,0
120666,4,8,3,12,3,5,1,10,3,13,0
364370,1,5,4,12,3,3,3,1,2,12,1
941485,3,7,1,7,1,5,1,2,3,6,1
794484,2,10,3,9,4,10,3,5,2,11,1
66896,3,12,1,1,4,4,3,4,3,11,1
906136,1,12,2,13,1,13,2,10,4,7,1
287901,1,13,1,8,4,6,3,4,3,6,1
573691,2,2,1,6,3,10,2,3,4,13,0
429951,3,9,1,5,4,11,1,7,3,3,0
395884,2,12,3,8,1,5,3,9,3,12,1
817753,2,8,2,11,1,3,4,9,1,8,1
891352,2,4,3,8,4,9,2,1,2,3,0
811577,2,13,3,12,4,12,4,8,1,5,1
506134,2,13,1,2,4,6,1,10,1,11,0
555914,4,2,4,7,3,13,1,6,4,1,0
432631,2,4,2,8,2,6,3,13,4,10,0
987579,2,9,4,13,3,2,4,3,4,2,1
987076,3,7,4,1,2,8,3,6,4,11,0
237167,3,12,2,9,2,11,3,10,1,13,4
1019285,2,6,3,10,4,10,1,11,3,2,1
113573,3,9,1,4,2,2,4,5,3,6,0
117401,3,6,3,10,2,3,1,11,2,6,1
198987,3,10,1,10,3,13,1,3,2,1,1
269338,4,1,1,9,1,6,3,6,3,3,1
235683,1,2,4,7,3,2,2,13,1,3,1
363968,1,1,4,3,1,4,4,8,3,6,0
800874,3,13,1,6,2,1,1,1,4,9,1
298523,2,5,4,8,3,4,3,13,1,9,0
262713,2,12,1,11,1,10,2,3,3,3,1
21371,4,13,3,12,1,12,4,10,2,13,2
569423,1,13,4,3,2,10,2,11,2,12,0
881940,3,3,2,1,4,6,1,3,4,2,1
943115,3,7,3,12,1,2,2,13,3,3,0
98945,2,3,3,5,1,4,4,7,1,11,0
511936,2,6,3,2,4,10,4,2,4,8,1
917298,3,12,3,13,2,3,4,2,2,12,1
902909,3,4,3,2,3,13,3,9,2,1,0
999863,3,8,3,3,3,4,3,2,1,4,1
580642,3,13,1,9,3,7,4,13,1,3,1
827381,4,4,3,6,1,5,3,13,1,3,0
302208,4,12,1,7,3,10,3,8,1,5,0
953724,1,6,1,5,4,2,3,13,3,6,1
378106,1,13,1,4,4,7,4,4,4,6,1
688692,3,13,3,4,1,13,4,10,2,1,1
171849,3,3,2,4,4,11,3,5,3,6,0
792131,4,5,2,12,1,7,2,6,3,10,0
699028,1,4,3,12,3,1,4,4,3,11,1
106537,3,12,2,2,2,4,1,4,4,1,1
777444,1,2,1,1,2,4,1,13,2,11,0
6419,3,11,1,7,2,2,2,12,4,10,0
806333,2,7,1,4,1,13,4,5,1,5,1
116622,3,3,3,2,4,7,4,11,1,13,0
976110,4,4,4,10,1,13,2,2,4,8,0
421794,2,1,1,4,2,2,1,3,3,9,0
649814,3,2,1,10,1,5,3,4,3,10,1
930206,2,9,3,3,1,10,2,5,2,6,0
548370,4,1,1,6,4,9,3,13,1,7,0
536472,2,3,4,5,4,7,4,9,4,11,0
433770,2,3,4,11,4,9,2,8,2,12,0
999530,2,9,2,2,2,7,3,11,2,12,0
1023849,1,2,3,11,3,13,4,1,1,7,0
641768,3,11,1,13,4,4,4,6,2,10,0
146822,1,6,1,9,2,10,1,3,4,12,0
942251,2,10,3,4,3,11,1,7,1,2,0
139959,4,6,4,13,4,11,4,1,3,12,0
5229,2,9,3,12,2,3,1,3,4,4,1
494980,1,2,3,9,1,12,1,8,2,2,1
549071,1,1,1,2,1,12,3,3,2,7,0
926003,2,7,4,1,2,6,2,1,3,7,2
205493,1,3,3,6,2,4,1,8,1,7,0
239083,1,9,3,12,1,4,3,7,2,11,0
44269,2,2,4,1,2,4,2,11,1,2,1
833507,1,6,1,12,4,1,3,13,1,3,0
9523,2,11,2,7,2,6,2,2,3,2,1
145066,1,8,3,11,1,3,4,11,4,9,1
83557,3,5,3,2,1,6,4,8,1,12,0
769581,4,9,2,5,2,11,4,2,3,8,0
580968,4,8,4,5,4,13,1,10,4,9,0
160498,1,13,2,12,2,5,2,9,4,6,0
30715,1,3,3,6,3,13,3,11,4,10,0
875416,1,12,3,3,1,6,3,5,3,12,1
973673,1,8,2,3,2,6,3,3,1,7,1
627773,1,10,3,11,3,3,1,8,2,8,1
977267,1,11,1,9,4,8,4,7,4,12,0
148678,4,2,2,4,1,11,2,2,2,10,1
884187,2,6,3,10,4,10,1,1,1,11,1
478620,4,1,4,11,1,12,1,7,4,2,0
58496,4,8,1,3,1,8,2,4,4,9,1
480412,4,1,3,10,3,12,4,6,4,12,1
142856,1,1,4,12,4,10,4,8,2,4,0
9065,4,6,4,11,2,10,1,3,1,13,0
122136,1,12,3,13,3,9,1,13,3,8,1
65554,3,7,1,6,2,12,3,13,1,9,0
107853,4,2,1,6,3,3,3,1,2,3,1
1017809,2,6,1,8,1,6,2,4,4,5,1
881336,1,11,4,6,2,2,2,12,3,7,0
893119,3,5,4,8,4,5,2,10,3,2,1
11130,4,8,1,7,3,3,2,9,2,7,1
396127,2,6,4,13,3,6,1,1,4,4,1
752716,3,8,1,9,2,8,4,4,2,9,2
85490,3,11,3,8,3,10,1,1,4,4,0
252816,3,4,3,1,2,3,4,9,3,10,0
588827,1,2,4,3,3,5,4,11,1,5,1
758155,1,6,3,1,1,1,4,9,4,4,1
570638,4,10,3,11,3,8,4,12,1,11,1
379639,2,2,3,4,4,1,4,12,3,3,0
844757,4,2,3,2,4,6,4,13,2,4,1
466544,4,11,2,10,3,1,4,12,2,13,4
41637,1,6,4,7,3,8,2,5,4,3,0
523688,2,2,2,1,3,6,4,6,2,13,1
243377,3,2,1,11,4,13,3,13,4,9,1
560927,2,5,1,3,2,6,2,8,4,13,0
176657,4,2,1,1,2,8,3,2,2,9,1
287718,2,10,1,2,1,6,2,8,2,9,0
256129,1,7,2,2,1,2,1,6,1,4,1
244666,2,9,4,2,1,9,4,6,1,3,1
429713,2,2,2,12,1,5,2,3,2,8,0
797604,1,8,1,7,2,6,3,7,4,4,1
110050,2,2,1,9,4,9,2,9,3,6,3
910063,3,11,3,13,1,10,2,7,3,7,1
650976,3,3,1,5,1,6,4,10,2,5,1
900025,3,11,1,2,3,9,4,12,3,8,0
158526,3,13,2,10,3,8,2,12,4,7,0
127682,4,11,3,2,4,3,3,13,2,11,1
727738,1,5,4,10,3,8,3,13,4,13,1
1001139,2,1,3,1,2,4,3,12,4,8,1
911417,1,10,4,1,4,2,2,11,2,2,1
360329,4,9,4,1,3,10,1,3,1,12,0
526573,3,10,4,4,1,7,2,10,4,7,2
74359,1,2,1,5,4,3,2,6,2,3,1
601407,4,8,1,8,1,6,3,8,3,9,3
552515,1,10,4,2,2,11,2,2,1,2,3
30839,1,12,2,9,2,8,2,13,4,4,0
576981,1,3,1,6,2,3,3,10,3,13,1
940599,1,2,3,7,2,4,1,4,1,11,1
286288,1,9,2,11,3,11,4,12,3,10,1
821838,2,12,1,9,1,13,1,8,4,2,0
117787,3,6,4,1,1,10,4,3,2,6,1
481808,3,5,1,10,4,9,2,1,4,3,0
345636,4,1,1,4,2,5,1,13,2,7,0
518490,1,11,1,2,4,12,2,4,1,13,0
693771,3,6,2,10,3,1,2,12,3,11,0
250066,4,9,4,11,2,4,3,4,3,13,1
397491,3,7,2,8,1,5,1,1,3,4,0
108590,4,2,1,13,3,5,4,11,2,7,0
236843,2,12,4,3,4,4,2,11,1,1,0
853311,2,2,4,2,2,9,4,3,1,10,1
693930,3,1,3,9,2,12,1,10,3,12,1
378480,3,4,1,5,2,2,1,1,1,4,1
687670,1,4,2,12,1,10,3,7,3,3,0
349569,2,1,3,13,2,13,3,11,4,10,1
252649,3,3,1,13,2,3,2,6,2,1,1
196826,4,6,2,5,1,9,1,8,1,12,0
648818,4,11,4,2,1,3,2,1,2,3,1
824919,2,3,2,8,4,9,4,6,2,10,0
633343,3,10,1,12,3,1,1,2,3,5,0
515614,1,1,1,12,4,10,1,5,4,4,0
804101,2,1,3,3,3,12,4,5,1,5,1
1005470,3,13,3,12,3,3,1,6,1,5,0
288415,4,5,3,11,1,9,1,3,3,4,0
348883,2,3,4,2,1,6,3,13,4,3,1
543912,3,4,3,6,2,11,4,10,4,9,0
822650,1,9,1,2,1,5,3,7,3,13,0
838747,3,9,4,3,1,7,4,10,4,2,0
310484,3,8,2,4,1,2,3,2,4,10,1
557154,4,8,2,11,1,4,2,4,3,3,1
664302,4,11,4,7,3,12,1,6,4,2,0
782786,4,5,3,11,3,5,4,10,4,12,1
724442,3,9,1,1,1,6,4,4,3,10,0
857298,3,6,3,2,2,10,4,9,4,2,1
558564,3,8,3,6,4,6,2,3,1,13,1
366515,3,9,2,10,2,8,4,8,4,9,2
237900,1,3,3,4,2,7,4,2,1,13,0
628391,2,12,3,8,2,7,4,1,4,11,0
905206,4,3,2,5,3,1,3,8,3,7,0
1018592,1,9,3,13,4,5,4,10,3,2,0
514384,3,12,1,9,2,8,1,4,2,9,1
289987,1,1,1,4,3,2,2,5,1,3,4
379831,2,10,2,13,4,4,1,4,4,8,1
561352,2,8,4,5,1,4,3,7,3,8,1
751181,1,7,2,13,2,1,1,1,1,12,1
144620,3,6,3,4,3,13,3,1,1,3,0
581809,2,6,3,7,4,3,1,12,1,6,1
195810,3,2,2,13,1,1,3,9,3,7,0
545752,4,7,4,4,3,11,2,13,3,6,0
480547,4,9,3,8,1,5,4,2,4,4,0
420975,1,13,2,1,2,12,2,8,4,12,1
946439,4,3,1,8,2,8,3,7,1,4,1
367510,3,8,2,6,1,13,1,1,2,13,1
43905,1,2,4,11,2,5,4,10,3,10,1
87075,4,2,4,7,2,6,2,3,2,10,0
1018069,1,12,1,9,3,12,1,2,3,1,1
919369,2,3,2,2,1,8,3,5,2,10,0
658358,4,3,1,2,1,6,3,4,1,10,0
839173,1,13,4,9,2,7,1,7,2,4,1
813110,4,8,4,9,1,11,2,7,4,2,0
532562,4,3,1,4,2,13,4,5,4,1,0
474238,1,12,1,6,3,3,4,1,4,10,0
116642,1,12,4,11,1,5,4,2,4,5,1
573878,3,2,3,8,4,2,1,5,4,12,1
35083,2,8,3,5,1,1,1,10,2,2,0
226042,1,11,3,1,2,4,2,9,4,9,1
645841,3,5,3,8,3,1,3,6,4,9,0
241193,3,12,4,12,3,9,4,6,2,4,1
1021220,1,6,3,13,4,13,2,5,4,9,1
598065,1,11,1,1,2,11,1,10,1,4,1
888665,2,10,4,9,3,4,2,3,2,5,0
200048,1,8,2,10,1,3,4,12,3,5,0
118952,1,12,4,11,3,2,2,3,3,10,0
671527,4,4,1,8,1,5,1,4,2,10,1
344369,3,1,2,3,3,10,1,11,4,3,1
356697,3,11,1,12,2,7,3,7,4,2,1
497589,1,3,3,1,4,9,3,6,2,5,0
671251,3,10,1,9,1,4,2,10,1,7,1
35734,1,2,4,12,2,2,1,12,1,9,2
622911,4,4,1,11,2,6,1,4,3,3,1
398016,4,11,2,4,1,7,3,10,3,8,0
589674,4,6,2,2,1,5,2,4,2,13,0
257640,2,5,1,12,3,9,3,8,3,4,0
671100,2,5,1,5,2,6,3,8,3,5,3
379811,1,7,1,5,2,13,1,1,2,12,0
982617,2,6,3,6,3,4,4,10,4,1,1
277314,1,12,3,9,4,9,2,12,2,8,2
904758,1,4,2,8,1,10,3,8,2,13,1
147327,3,6,4,2,4,13,2,4,2,10,0
7534,4,10,1,12,4,5,1,5,3,9,1
311932,1,13,4,4,4,6,3,9,1,4,1
500302,1,6,2,9,3,2,2,1,2,8,0
223306,1,5,2,2,1,1,3,4,1,9,0
474869,3,9,3,7,3,11,3,5,4,6,0
274424,4,10,1,10,4,8,3,9,1,7,1
695134,4,9,3,7,2,10,2,11,1,11,1
237598,1,2,4,12,2,5,3,3,1,9,0
948616,1,7,2,3,2,1,4,12,2,9,0
56487,1,7,1,1,1,2,3,8,3,6,0
273677,2,7,2,1,1,13,3,10,3,6,0
144338,3,13,4,5,3,11,4,12,2,9,0
684471,4,1,2,10,1,1,3,6,1,8,1
265125,4,10,1,2,1,8,1,7,3,11,0
106002,1,7,4,11,4,2,2,8,3,5,0
640312,4,6,3,9,1,13,4,8,2,1,0
968101,4,11,1,1,4,6,3,8,1,13,0
294684,2,5,1,11,1,1,1,4,3,12,0
934222,3,7,1,13,3,1,1,10,3,5,0
840136,1,9,4,2,2,9,2,13,3,13,2
108549,2,5,3,10,1,7,4,12,2,10,1
901148,4,5,2,11,2,6,1,3,4,11,1
312659,4,2,3,12,2,6,4,8,3,3,0
979383,3,9,4,7,1,4,3,10,4,6,0
518000,2,13,4,13,3,12,4,6,1,1,1
369843,1,11,3,9,4,6,2,12,1,3,0
722248,1,4,2,8,3,13,1,3,4,1,0
381220,1,5,3,9,1,8,2,6,4,8,1
998181,1,2,4,7,1,7,3,13,1,8,1
551251,4,7,1,6,1,11,4,6,4,4,1
768994,1,8,4,7,1,3,1,6,1,7,1
303785,4,4,2,9,2,6,1,2,3,8,0
575262,4,4,2,6,2,13,1,12,4,3,0
317868,4,8,4,4,3,8,1,4,1,13,2
415639,2,7,1,11,2,12,2,13,3,4,0
841798,3,6,2,6,3,9,3,12,2,7,1
141747,3,6,1,8,4,12,1,5,3,10,0
162423,1,13,4,8,4,12,2,7,1,8,1
370385,3,6,2,7,4,8,3,5,3,11,0
652197,3,5,4,13,1,12,1,11,2,12,1
678615,3,2,4,12,2,3,2,13,2,5,0
920306,2,3,4,12,4,9,4,4,3,5,0
466385,1,1,2,12,1,7,1,5,1,4,0
25601,1,1,2,1,2,9,3,2,4,6,1
945158,1,2,4,7,3,3,2,9,1,4,0
628744,3,12,1,13,4,5,4,10,3,5,1
124231,4,5,2,6,2,1,4,1,4,13,1
711856,1,6,3,8,1,9,1,11,2,7,0
928777,4,12,4,3,1,11,1,2,3,10,0
211300,2,4,4,8,1,12,1,2,1,3,0
317533,1,2,4,13,3,8,4,7,3,4,0
121456,4,13,2,6,1,6,1,1,2,5,1
330699,1,4,4,12,3,8,3,3,1,8,1
213660,1,13,1,1,2,12,2,6,1,6,1
1022791,3,13,3,7,1,8,2,12,3,8,1
555204,1,5,2,7,1,11,2,5,3,12,1
700176,2,5,4,8,4,3,2,4,2,1,0
465287,2,13,4,4,3,3,4,7,3,5,0
621978,4,11,4,8,2,1,4,6,2,4,0
614017,3,9,1,3,4,4,2,1,4,13,0
285498,4,9,2,10,2,4,4,6,1,8,0
